ticker,price,avg_share_volume20,avg_dollar_volume20,median_dollar_volume20,adr20_pct,tradable,rejection_reason,name,exchange
LOPE,151.2,301990.0,45071728.0,40583209.0,2.49,False,SHARE_VOLUME,"Grand Canyon Education, Inc. - Common Stock",NASDAQ
IPGP,79.99,584560.0,45015124.0,45488798.0,4.31,False,SHARE_VOLUME,IPG Photonics Corporation - Common Stock,NASDAQ
CRC,56.75,837790.0,44968777.0,45499862.0,2.56,False,SHARE_VOLUME,California Resources Corporation Common Stock,NYSE
WHD,69.54,639290.0,44855965.0,37570354.0,3.11,False,SHARE_VOLUME,"Cactus, Inc. Class A Common Stock",NYSE
ATRC,54.54,890130.0,44789156.0,40903371.0,3.9,False,SHARE_VOLUME,"AtriCure, Inc. - Common Stock",NASDAQ
CAR,121.74,322580.0,44749946.0,40037098.0,3.93,False,SHARE_VOLUME,"Avis Budget Group, Inc. - Common Stock",NASDAQ
RDNT,75.49,594100.0,44591692.0,40888544.0,3.24,False,SHARE_VOLUME,"RadNet, Inc. - Common Stock",NASDAQ
OGN,13.64,3241550.0,44530909.0,46397168.0,0.26,False,LOW_DAILY_RANGE,Organon & Co. Common Stock ,NYSE
WTM,2053.15,21030.0,44303589.0,44203909.0,1.91,False,SHARE_VOLUME|LOW_DAILY_RANGE,"White Mountains Insurance Group, Ltd. Common Stock",NYSE
KAI,266.3,147590.0,44278434.0,43030282.0,3.59,False,SHARE_VOLUME,Kadant Inc Common Stock,NYSE
BDC,122.26,363600.0,43811158.0,43809585.0,3.61,False,SHARE_VOLUME,Belden Inc Common Stock,NYSE
NPO,300.49,142140.0,43660917.0,45518419.0,3.34,False,SHARE_VOLUME,Enpro Inc. Common Stock,NYSE
MZTI,104.05,396625.0,43615582.0,42880394.0,3.01,False,SHARE_VOLUME,The Marzetti Company - Common Stock,NASDAQ
CURB,29.32,1466015.0,43602939.0,36836130.0,1.87,False,LOW_DAILY_RANGE,Curbline Properties Corp. Common Stock,NYSE
BTCT,1.45,29890770.0,43529003.0,9012080.0,23.04,False,PRICE|MEDIAN_DOLLAR_VOLUME,BTC Digital Ltd. - Ordinary Shares,NASDAQ
RITM,9.74,4321910.0,43423611.0,41579823.0,1.52,False,LOW_DAILY_RANGE,Rithm Capital Corp. Common Stock,NYSE
ORI,40.96,1044470.0,43413268.0,41538005.0,1.6,False,LOW_DAILY_RANGE,Old Republic International Corporation Common Stock,NYSE
TNL,66.74,623760.0,43397809.0,40687957.0,2.38,False,SHARE_VOLUME,Travel   Leisure Co. Common  Stock,NYSE
CVSA,125.09,329755.0,43341237.0,42635768.0,3.31,False,SHARE_VOLUME,Covista Inc. Common Shares,NYSE
XMTR,86.11,485670.0,43241555.0,41743060.0,4.89,False,SHARE_VOLUME,"Xometry, Inc. - Class A Common Stock",NASDAQ
SBRA,20.52,2085245.0,43082463.0,38564560.0,1.81,False,LOW_DAILY_RANGE,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ
EEFT,72.18,606235.0,42920251.0,42039295.0,3.23,False,SHARE_VOLUME,"Euronet Worldwide, Inc. - Common Stock",NASDAQ
ATRO,73.98,546995.0,42792424.0,40644648.0,4.3,False,SHARE_VOLUME,Astronics Corporation - Common Stock,NASDAQ
TCBI,99.09,431845.0,42406069.0,42941060.0,1.69,False,SHARE_VOLUME|LOW_DAILY_RANGE,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ
INBX,109.27,375460.0,42355429.0,32943067.0,8.33,False,SHARE_VOLUME,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ
ABG,208.5,200330.0,42343598.0,36276506.0,2.63,False,SHARE_VOLUME,Asbury Automotive Group Inc Common Stock,NYSE
SLG,53.08,753825.0,42258151.0,40392607.0,3.04,False,SHARE_VOLUME,SL Green Realty Corp Common Stock,NYSE
WEAV,7.31,5824520.0,42220034.0,25790444.0,0.81,False,LOW_DAILY_RANGE,"Weave Communications, Inc. Common Stock",NYSE
CBRL,49.48,765470.0,42161863.0,39525643.0,4.1,False,SHARE_VOLUME,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ
LXP,60.84,693130.0,42130352.0,35865421.0,0.35,False,SHARE_VOLUME|LOW_DAILY_RANGE,LXP Industrial Trust Common Stock (Maryland REIT),NYSE
GPOR,173.25,239765.0,42108275.0,41134371.0,2.4,False,SHARE_VOLUME,Gulfport Energy Corporation Common Shares,NYSE
AUB,39.72,1030605.0,41970478.0,35919243.0,1.82,False,LOW_DAILY_RANGE,Atlantic Union Bankshares Corporation Common Stock,NYSE
EDU,55.82,735085.0,41927524.0,35958944.0,2.37,False,SHARE_VOLUME,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",NYSE
FMX,116.95,349865.0,41910033.0,39601899.0,1.97,False,SHARE_VOLUME|LOW_DAILY_RANGE,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NYSE
SXT,128.6,312235.0,41904678.0,36683612.0,2.53,False,SHARE_VOLUME,Sensient Technologies Corporation Common Stock,NYSE
GHC,1138.57,36415.0,41820267.0,39810922.0,2.73,False,SHARE_VOLUME,Graham Holdings Company Common Stock,NYSE
BCO,111.98,379255.0,41727762.0,42217598.0,3.0,False,SHARE_VOLUME,Brinks Company (The) Common Stock,NYSE
MTH,64.22,606825.0,41685511.0,38159869.0,2.61,False,SHARE_VOLUME,Meritage Homes Corporation Common Stock,NYSE
SSD,173.49,227000.0,41594549.0,40684403.0,2.21,False,SHARE_VOLUME,"Simpson Manufacturing Company, Inc. Common Stock",NYSE
POWI,52.28,787370.0,41587242.0,37144308.0,4.29,False,SHARE_VOLUME,"Power Integrations, Inc. - Common Stock",NASDAQ
AFG,141.96,289455.0,41544670.0,43082571.0,1.48,False,SHARE_VOLUME|LOW_DAILY_RANGE,"American Financial Group, Inc. Common Stock",NYSE
ALGT,78.27,523660.0,41321211.0,39707375.0,4.01,False,SHARE_VOLUME,Allegiant Travel Company - Common Stock,NASDAQ
SPSC,82.68,508005.0,41242677.0,35551580.0,3.9,False,SHARE_VOLUME,"SPS Commerce, Inc. - Common Stock",NASDAQ
PTON,4.95,7833235.0,41114755.0,35114246.0,3.29,False,PRICE,"Peloton Interactive, Inc. - Common Stock",NASDAQ
THO,72.86,537740.0,41054155.0,38967288.0,2.88,False,SHARE_VOLUME,"Thor Industries, Inc. Common Stock",NYSE
RAMP,37.6,1088180.0,41023206.0,42176588.0,0.33,False,LOW_DAILY_RANGE,"LiveRamp Holdings, Inc. Common Stock",NYSE
ETON,57.08,671530.0,40875263.0,34606846.0,5.48,False,SHARE_VOLUME,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ
SHOO,42.93,927190.0,40756291.0,42160132.0,2.54,False,SHARE_VOLUME,"Steven Madden, Ltd. - Common Stock",NASDAQ
MSA,182.18,216390.0,40697404.0,36691106.0,1.83,False,SHARE_VOLUME|LOW_DAILY_RANGE,MSA Safety Incorporated Common Stock,NYSE
TRNO,65.27,605540.0,40546820.0,42224201.0,1.51,False,SHARE_VOLUME|LOW_DAILY_RANGE,Terreno Realty Corporation Common Stock,NYSE
GBCI,45.83,860430.0,40456424.0,41323295.0,1.95,False,SHARE_VOLUME|LOW_DAILY_RANGE,"Glacier Bancorp, Inc. Common Stock",NYSE
DJCO,661.9,65235.0,40402377.0,41574297.0,4.3,False,SHARE_VOLUME,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ
SLGN,38.63,979230.0,40139746.0,31752400.0,2.38,False,SHARE_VOLUME,Silgan Holdings Inc. Common Stock,NYSE
ACIW,52.09,764440.0,40122579.0,38116453.0,2.39,False,SHARE_VOLUME,"ACI Worldwide, Inc. - Common Stock",NASDAQ
ICUI,156.48,230845.0,40076407.0,41109277.0,2.64,False,SHARE_VOLUME,"ICU Medical, Inc. - Common Stock",NASDAQ
XENE,58.65,655825.0,39998532.0,36895837.0,3.25,False,SHARE_VOLUME,Xenon Pharmaceuticals Inc. - Common Shares,NASDAQ
AEG,9.06,4436370.0,39979197.0,37025936.0,1.15,False,LOW_DAILY_RANGE,Aegon Ltd. New York Registry Shares,NYSE
FSS,113.98,335500.0,39932255.0,38946654.0,2.78,False,SHARE_VOLUME,Federal Signal Corporation Common Stock,NYSE
BANC,18.55,2124085.0,39859235.0,39617506.0,1.94,False,LOW_DAILY_RANGE,"Banc of California, Inc. Common Stock",NYSE
WGS,85.26,469880.0,39727845.0,38157341.0,4.67,False,SHARE_VOLUME,GeneDx Holdings Corp. - Class A Common Stock,NASDAQ
BMI,125.13,301745.0,39610923.0,40562422.0,2.87,False,SHARE_VOLUME,"Badger Meter, Inc. Common Stock",NYSE
HOMB,29.97,1317505.0,39576934.0,36435259.0,1.46,False,LOW_DAILY_RANGE,"Home BancShares, Inc. Common Stock",NYSE
HGV,39.47,916485.0,39560906.0,37553421.0,3.07,False,SHARE_VOLUME,Hilton Grand Vacations Inc. Common Stock ,NYSE
HTZ,2.04,18095150.0,39480251.0,35932603.0,6.88,False,PRICE,"Hertz Global Holdings, Inc - Common Stock",NASDAQ
ASH,70.91,539535.0,39380072.0,35739584.0,2.51,False,SHARE_VOLUME,Ashland Inc. Common Stock,NYSE
BAND,56.87,787135.0,39294631.0,29790538.0,7.38,False,SHARE_VOLUME,Bandwidth Inc. - Class A Common Stock,NASDAQ
SWX,86.11,439080.0,39148691.0,36810992.0,1.75,False,SHARE_VOLUME|LOW_DAILY_RANGE,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE
SR,80.2,479150.0,39137197.0,38913991.0,2.08,False,SHARE_VOLUME,Spire Inc. Common Stock,NYSE
PIPR,76.43,517375.0,39035487.0,36536757.0,2.55,False,SHARE_VOLUME,Piper Sandler Companies Common Stock,NYSE
ESNT,68.18,567120.0,38941193.0,36235469.0,1.5,False,SHARE_VOLUME|LOW_DAILY_RANGE,Essent Group Ltd. Common Shares,NYSE
CWST,89.91,418450.0,38672026.0,38696977.0,2.65,False,SHARE_VOLUME,"Casella Waste Systems, Inc. - Class A Common Stock",NASDAQ
FTS,54.37,698545.0,38636421.0,36411592.0,1.4,False,SHARE_VOLUME|LOW_DAILY_RANGE,Fortis Inc. Common Shares,NYSE
HZO,52.21,739680.0,38583964.0,38597235.0,0.25,False,SHARE_VOLUME|LOW_DAILY_RANGE,"MarineMax, Inc.  (FL) Common Stock",NYSE
URGN,42.31,830565.0,38369676.0,32079292.0,4.41,False,SHARE_VOLUME,UroGen Pharma Ltd. - Ordinary Shares,NASDAQ
MEOH,62.9,642930.0,38230397.0,37938249.0,3.59,False,SHARE_VOLUME,Methanex Corporation - Common Stock,NASDAQ
CLBK,11.53,3274750.0,38196137.0,36529097.0,1.98,False,LOW_DAILY_RANGE,"Columbia Financial, Inc. - Common Stock",NASDAQ
BNL,20.42,1814500.0,38128901.0,36698049.0,1.68,False,LOW_DAILY_RANGE,"Broadstone Net Lease, Inc. Common Stock",NYSE
PATK,73.4,466965.0,38076598.0,33997738.0,3.12,False,SHARE_VOLUME,"Patrick Industries, Inc. - Common Stock",NASDAQ
UBSI,47.22,804960.0,38024333.0,35824045.0,1.48,False,SHARE_VOLUME|LOW_DAILY_RANGE,"United Bankshares, Inc. - Common Stock",NASDAQ
MRVI,6.53,4903235.0,37956021.0,24459260.0,5.85,False,MEDIAN_DOLLAR_VOLUME,"Maravai LifeSciences Holdings, Inc. - Class A common stock",NASDAQ
TBBB,50.46,760810.0,37823001.0,34207821.0,3.26,False,SHARE_VOLUME,BBB Foods Inc. Class A Common Shares,NYSE
KNSA,76.27,479065.0,37730825.0,33412957.0,2.94,False,SHARE_VOLUME,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ
IRDM,47.3,787390.0,37707049.0,31999927.0,1.89,False,SHARE_VOLUME|LOW_DAILY_RANGE,Iridium Communications Inc - Common Stock,NASDAQ
VVX,72.22,490610.0,37653183.0,36187545.0,3.44,False,SHARE_VOLUME,"V2X, Inc. Common Stock",NYSE
BELFB,250.36,147055.0,37574373.0,37136105.0,3.8,False,SHARE_VOLUME,Bel Fuse Inc. - Class B Common Stock,NASDAQ
EYPT,4.23,7281560.0,37555548.0,19954726.0,8.98,False,PRICE|MEDIAN_DOLLAR_VOLUME,"EyePoint, Inc. - Common Stock",NASDAQ
COLM,56.92,644985.0,37442769.0,33957953.0,2.36,False,SHARE_VOLUME,Columbia Sportswear Company - Common Stock,NASDAQ
NSIT,165.37,243440.0,37353580.0,35878013.0,3.09,False,SHARE_VOLUME,"Insight Enterprises, Inc. - Common Stock",NASDAQ
INSP,73.0,585365.0,37280453.0,30781577.0,4.46,False,SHARE_VOLUME,"Inspire Medical Systems, Inc. Common Stock",NYSE
ACLS,113.43,307890.0,37261800.0,35399298.0,4.36,False,SHARE_VOLUME,"Axcelis Technologies, Inc. - Common Stock",NASDAQ
PHVS,38.02,1005015.0,37158813.0,22422490.0,5.08,False,MEDIAN_DOLLAR_VOLUME,Pharvaris N.V. - Ordinary Shares,NASDAQ
PSMT,170.81,214255.0,37106312.0,36711063.0,2.57,False,SHARE_VOLUME,"PriceSmart, Inc. - Common Stock",NASDAQ
ICHR,57.35,631810.0,36992370.0,33803373.0,5.19,False,SHARE_VOLUME,Ichor Holdings - Ordinary Shares,NASDAQ
QTWO,60.89,582805.0,36991306.0,34956554.0,3.3,False,SHARE_VOLUME,"Q2 Holdings, Inc. Common Stock",NYSE
VC,100.93,359210.0,36853479.0,32516310.0,2.5,False,SHARE_VOLUME,Visteon Corporation - Common Stock,NASDAQ
ECPG,98.56,370985.0,36828459.0,32927841.0,3.43,False,SHARE_VOLUME,Encore Capital Group Inc - Common Stock,NASDAQ
TPC,89.13,410170.0,36774652.0,34664096.0,3.4,False,SHARE_VOLUME,Tutor Perini Corporation Common Stock,NYSE
ULS,71.25,493145.0,36693388.0,35206068.0,2.12,False,SHARE_VOLUME,UL Solutions Inc. Class A Common Stock,NYSE
NFG,81.0,442595.0,36681496.0,36081784.0,1.58,False,SHARE_VOLUME|LOW_DAILY_RANGE,National Fuel Gas Company Common Stock,NYSE
PPLI,37.51,948175.0,36648511.0,35434091.0,2.57,False,SHARE_VOLUME,People Incorporated - Common Stock,NASDAQ
OGS,77.34,459050.0,36620055.0,33113827.0,1.89,False,SHARE_VOLUME|LOW_DAILY_RANGE,"ONE Gas, Inc. Common Stock",NYSE
CSW,300.71,115950.0,36559395.0,34812886.0,3.0,False,SHARE_VOLUME,"CSW Industrials, Inc. Common Stock",NYSE
IRON,70.06,463200.0,36435197.0,35626948.0,3.85,False,SHARE_VOLUME,"Disc Medicine, Inc. - Common Stock",NASDAQ
EROC,12.7,2631570.0,36388152.0,24508004.0,9.16,False,MEDIAN_DOLLAR_VOLUME,"ERock, Inc. Class A Common Stock",NYSE
SFD,20.26,1654735.0,36119670.0,35114392.0,1.84,False,LOW_DAILY_RANGE,"Smithfield Foods, Inc. - Common Stock",NASDAQ
ZWS,46.18,751475.0,36098352.0,34028492.0,1.84,False,SHARE_VOLUME|LOW_DAILY_RANGE,Zurn Elkay Water Solutions Corporation Common Stock,NYSE
FTDR,81.01,438720.0,36035324.0,36353520.0,2.45,False,SHARE_VOLUME,"Frontdoor, Inc. - Common Stock",NASDAQ
NTST,19.64,1776705.0,36024337.0,17180673.0,1.59,False,MEDIAN_DOLLAR_VOLUME|LOW_DAILY_RANGE,NetSTREIT Corp. Common Stock,NYSE
BBVA,29.55,1243845.0,36016274.0,33426558.0,0.99,False,LOW_DAILY_RANGE,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,NYSE
KALU,157.2,222585.0,35748523.0,31454365.0,4.38,False,SHARE_VOLUME,Kaiser Aluminum Corporation - Common Stock,NASDAQ
DCO,172.73,197005.0,35395954.0,31842385.0,3.55,False,SHARE_VOLUME,Ducommun Incorporated Common Stock,NYSE
UFPT,277.89,118160.0,35264903.0,33016984.0,2.85,False,SHARE_VOLUME,"UFP Technologies, Inc. - Common Stock",NASDAQ
APLE,15.55,2204515.0,35181657.0,34075982.0,1.84,False,LOW_DAILY_RANGE,"Apple Hospitality REIT, Inc. Common Shares",NYSE
RLI,60.48,549400.0,34872583.0,34028013.0,1.83,False,SHARE_VOLUME|LOW_DAILY_RANGE,RLI Corp. Common Stock (DE),NYSE
RCI,36.21,956340.0,34738820.0,33965486.0,2.02,False,SHARE_VOLUME,"Rogers Communication, Inc. Common Stock",NYSE
WSBC,40.18,850615.0,34612795.0,30688703.0,1.82,False,SHARE_VOLUME|LOW_DAILY_RANGE,"WesBanco, Inc. - Common Stock",NASDAQ
ECO,76.15,517155.0,34542810.0,33117951.0,2.87,False,SHARE_VOLUME,Okeanis Eco Tankers Corp. Common Stock,NYSE
UAMY,4.87,6614040.0,34289507.0,33353227.0,6.77,False,PRICE,United States Antimony Corporation Common Stock,NYSE
DV,13.41,2572575.0,34287085.0,32281058.0,0.31,False,LOW_DAILY_RANGE,"DoubleVerify Holdings, Inc. Common Stock",NYSE
FUL,51.6,602105.0,34201033.0,31019693.0,3.09,False,SHARE_VOLUME,H. B. Fuller Company Common Stock,NYSE
KFY,77.59,410160.0,34152107.0,33156350.0,2.45,False,SHARE_VOLUME,Korn Ferry Common Stock,NYSE
TH,19.25,1826965.0,34061035.0,21370654.0,5.21,False,MEDIAN_DOLLAR_VOLUME,Target Hospitality Corp. - Common Stock,NASDAQ
BLBD,61.84,548210.0,33795283.0,35094348.0,3.64,False,SHARE_VOLUME,Blue Bird Corporation - Common Stock,NASDAQ
SXI,269.17,115585.0,33755271.0,31193355.0,2.94,False,SHARE_VOLUME,Standex International Corporation Common Stock,NYSE
CHPT,9.06,3757120.0,33634606.0,2408867.0,7.06,False,MEDIAN_DOLLAR_VOLUME,"ChargePoint Holdings, Inc. Common Stock",NYSE
OBDC,11.08,2963835.0,33626733.0,31011632.0,1.71,False,LOW_DAILY_RANGE,Blue Owl Capital Corporation Common Stock,NYSE
FHI,59.57,529025.0,33337031.0,30191686.0,2.11,False,SHARE_VOLUME,"Federated Hermes, Inc. Common Stock",NYSE
APPN,34.76,878725.0,33327282.0,31986954.0,4.94,False,SHARE_VOLUME,Appian Corporation - Class A Common Stock,NASDAQ
LAUR,36.13,893395.0,33236088.0,31584353.0,2.52,False,SHARE_VOLUME,"Laureate Education, Inc. - Common Stock",NASDAQ
XOS,2.71,8619190.0,33214965.0,1836103.0,12.22,False,PRICE|MEDIAN_DOLLAR_VOLUME,"Xos, Inc. - Common Stock",NASDAQ
FIBK,36.92,886290.0,33178304.0,33353508.0,1.78,False,SHARE_VOLUME|LOW_DAILY_RANGE,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ
KOS,3.02,11622175.0,33153639.0,30242892.0,4.76,False,PRICE,Kosmos Energy Ltd. Common Shares (DE),NYSE
AAMI,91.02,356625.0,32979860.0,29775229.0,2.76,False,SHARE_VOLUME,Acadian Asset Management Inc. Common Stock,NYSE
BH-A,1846.18,17232.0,32964300.0,30193786.0,4.06,False,SHARE_VOLUME,Biglari Holdings Inc. Class A Common Stock,NYSE
SAM,172.55,184760.0,32667231.0,28651571.0,3.5,False,SHARE_VOLUME,"Boston Beer Company, Inc. (The) Common Stock",NYSE
CCXI,12.32,2223275.0,32665462.0,23854842.0,5.85,False,MEDIAN_DOLLAR_VOLUME,Churchill Capital Corp XI - Class A Ordinary Shares,NASDAQ
PFSI,70.36,444320.0,32601985.0,30640767.0,2.36,False,SHARE_VOLUME,"PennyMac Financial Services, Inc. Common Stock",NYSE
CALX,35.24,862680.0,32435735.0,31399967.0,2.78,False,SHARE_VOLUME,"Calix, Inc Common Stock",NYSE
SUNE,3.2,7859350.0,32417262.0,284598.0,10.79,False,PRICE|MEDIAN_DOLLAR_VOLUME,"SUNation Energy, Inc. - Common Stock",NASDAQ
TMC,3.93,7207400.0,32321037.0,27646915.0,7.04,False,PRICE,TMC the metals company Inc. - Common Stock,NASDAQ
ARCB,134.86,234460.0,32264508.0,27847108.0,4.0,False,SHARE_VOLUME,ArcBest Corporation - Common Stock,NASDAQ
MFG,11.45,2992640.0,32217354.0,29898571.0,1.35,False,LOW_DAILY_RANGE,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",NYSE
PMI,5.33,4457430.0,32137075.0,2485176.0,25.49,False,MEDIAN_DOLLAR_VOLUME,"Picard Medical, Inc. Common Stock",NYSE American
CPA,129.15,248805.0,32115797.0,30967596.0,2.22,False,SHARE_VOLUME,"Copa Holdings, S.A. Class A Common Stock",NYSE
FULT,23.6,1347475.0,32016383.0,31546259.0,1.7,False,LOW_DAILY_RANGE,Fulton Financial Corporation - Common Stock,NASDAQ
GATX,178.53,179130.0,31772476.0,29712471.0,1.9,False,SHARE_VOLUME|LOW_DAILY_RANGE,GATX Corporation Common Stock,NYSE
MPT,3.64,8114420.0,31747314.0,30638464.0,2.93,False,PRICE,"Medical Properties Trust, Inc. common stock",NYSE
PLPC,423.54,75670.0,31722750.0,30222946.0,4.58,False,SHARE_VOLUME,Preformed Line Products Company - Common Stock,NASDAQ
FSV,137.78,224620.0,31670576.0,28394799.0,2.1,False,SHARE_VOLUME,FirstService Corporation - Common Shares,NASDAQ
GOLD,48.22,697470.0,31561235.0,25810363.0,5.14,False,SHARE_VOLUME,"Gold.com, Inc. Common Stock",NYSE
DRS,36.07,803270.0,31448963.0,30094237.0,3.05,False,SHARE_VOLUME,"Leonardo DRS, Inc. - Common Stock",NASDAQ
VPG,65.37,477305.0,31393903.0,24774809.0,5.48,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,"Vishay Precision Group, Inc. Common Stock",NYSE
BOKF,135.69,226960.0,31340218.0,29337689.0,1.65,False,SHARE_VOLUME|LOW_DAILY_RANGE,BOK Financial Corporation - Common Stock,NASDAQ
RDN,35.62,859765.0,31275388.0,30991693.0,1.66,False,SHARE_VOLUME|LOW_DAILY_RANGE,Radian Group Inc. Common Stock,NYSE
RDY,11.9,2580695.0,31159326.0,26982707.0,1.38,False,LOW_DAILY_RANGE,Dr. Reddy's Laboratories Ltd Common Stock,NYSE
WKC,35.21,873585.0,31122044.0,26867394.0,2.5,False,SHARE_VOLUME,World Kinect Corporation Common Stock,NYSE
ZG,33.23,879985.0,31110390.0,31004755.0,4.06,False,SHARE_VOLUME,"Zillow Group, Inc. - Class A Common Stock",NASDAQ
ENOV,19.28,1464595.0,31104913.0,21655675.0,5.64,False,MEDIAN_DOLLAR_VOLUME,Enovis Corporation Common Stock,NYSE
GOLF,85.16,356280.0,31075392.0,28858538.0,2.33,False,SHARE_VOLUME,Acushnet Holdings Corp. Common Stock,NYSE
LAC,2.91,10063505.0,31068810.0,25474050.0,4.56,False,PRICE,Lithium Americas Corp. Common Shares,NYSE
VGNT,46.89,657215.0,31017539.0,29274802.0,3.9,False,SHARE_VOLUME,Versigent PLC Ordinary Shares,NYSE
HRMY,41.52,763950.0,31009606.0,27977288.0,3.02,False,SHARE_VOLUME,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAQ
GNW,10.49,3035675.0,30861011.0,26704411.0,1.85,False,LOW_DAILY_RANGE,Genworth Financial Inc Common Stock,NYSE
WERN,37.28,800965.0,30822595.0,28887304.0,3.56,False,SHARE_VOLUME,"Werner Enterprises, Inc. - Common Stock",NASDAQ
PECO,38.41,784195.0,30811144.0,29643573.0,1.4,False,SHARE_VOLUME|LOW_DAILY_RANGE,"Phillips Edison & Company, Inc. - Common Stock",NASDAQ
QMCO,23.58,1299760.0,30807610.0,22097216.0,8.42,False,MEDIAN_DOLLAR_VOLUME,Quantum Corporation - Common Stock,NASDAQ
APAM,37.91,739820.0,30777976.0,26875921.0,2.5,False,SHARE_VOLUME,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE
HIW,30.93,993050.0,30767264.0,32821343.0,1.99,False,SHARE_VOLUME|LOW_DAILY_RANGE,"Highwoods Properties, Inc. Common Stock",NYSE
FBP,27.69,1091625.0,30744376.0,31161615.0,1.73,False,LOW_DAILY_RANGE,First BanCorp. New Common Stock,NYSE
HURN,149.93,196440.0,30722912.0,31622716.0,3.04,False,SHARE_VOLUME,Huron Consulting Group Inc. - Common Stock,NASDAQ
MRP,29.69,1004460.0,30719791.0,30218901.0,1.86,False,LOW_DAILY_RANGE,"Millrose Properties, Inc. Class A Common Stock",NYSE
BLFS,34.95,850655.0,30702736.0,29042796.0,2.67,False,SHARE_VOLUME,"BioLife Solutions, Inc. - Common Stock",NASDAQ
PLSE,53.11,600845.0,30546970.0,25582997.0,7.24,False,SHARE_VOLUME,"Pulse Biosciences, Inc - Common Stock",NASDAQ
EZPW,32.47,933025.0,30339084.0,20932427.0,4.18,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ
MLYS,28.2,1085815.0,30203571.0,21639627.0,4.89,False,MEDIAN_DOLLAR_VOLUME,"Mineralys Therapeutics, Inc. - Common Stock",NASDAQ
LINE,37.75,764910.0,30188992.0,27010768.0,2.57,False,SHARE_VOLUME,"Lineage, Inc. - Common Stock",NASDAQ
BKU,44.78,655025.0,30147997.0,30238442.0,2.02,False,SHARE_VOLUME,"BankUnited, Inc. Common Stock",NYSE
BBW,27.58,955675.0,30094404.0,19980915.0,5.72,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,"Build-A-Bear Workshop, Inc. Common Stock",NYSE
LIF,42.68,668700.0,30089676.0,23453028.0,3.47,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,"Life360, Inc. - Common Stock",NASDAQ
UFPI,80.56,352085.0,30013362.0,28541372.0,2.52,False,SHARE_VOLUME,"UFP Industries, Inc. - Common Stock",NASDAQ
ANDG,53.65,575710.0,29852088.0,21549477.0,3.79,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,Andersen Group Inc. Class A Common Stock,NYSE
AVNT,41.41,684290.0,29775221.0,29545123.0,2.61,False,SHARE_VOLUME,Avient Corporation Common Stock,NYSE
NATL,46.62,644375.0,29769649.0,27230820.0,1.19,False,SHARE_VOLUME|LOW_DAILY_RANGE,NCR Atleos Corporation Common Stock,NYSE
OCUL,10.49,2722845.0,29561035.0,24024080.0,4.99,False,MEDIAN_DOLLAR_VOLUME,"Ocular Therapeutix, Inc. - Common Stock",NASDAQ
HHH,61.55,456225.0,29551884.0,28369394.0,2.02,False,SHARE_VOLUME,Howard Hughes Holdings Inc. Common Stock,NYSE
AKR,19.77,1421870.0,29422930.0,24024296.0,1.92,False,MEDIAN_DOLLAR_VOLUME|LOW_DAILY_RANGE,Acadia Realty Trust Common Stock,NYSE
BWIN,29.65,963325.0,29411729.0,27813335.0,3.95,False,SHARE_VOLUME,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ
KURA,11.39,2353425.0,29363735.0,24383476.0,5.27,False,MEDIAN_DOLLAR_VOLUME,"Kura Oncology, Inc. - Common Stock",NASDAQ
MDU,19.2,1473205.0,29164343.0,26555258.0,1.79,False,LOW_DAILY_RANGE,"MDU Resources Group, Inc. Common Stock (Holding Company)",NYSE
ENVX,3.1,8586490.0,29044902.0,19186635.0,6.61,False,PRICE|MEDIAN_DOLLAR_VOLUME,Enovix Corporation - Common Stock,NASDAQ
TRMD,35.08,923730.0,29003345.0,25117906.0,2.75,False,SHARE_VOLUME,TORM plc - Class A Common Stock,NASDAQ
LZB,30.64,874590.0,28978590.0,24366012.0,3.18,False,SHARE_VOLUME|MEDIAN_DOLLAR_VOLUME,La-Z-Boy Incorporated Common Stock,NYSE
AGIO,33.6,853680.0,28949574.0,26864171.0,3.77,False,SHARE_VOLUME,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ
